time,open,high,low,close,tick_volume
2024-11-04 05:23:00,1.08997,1.09002,1.08995,1.09002,29
2024-11-04 05:24:00,1.09004,1.09008,1.09,1.09,28
2024-11-04 05:25:00,1.09001,1.09004,1.08995,1.08995,25
2024-11-04 05:26:00,1.08995,1.08995,1.0899,1.0899,15
2024-11-04 05:27:00,1.08991,1.08995,1.08987,1.08995,16
2024-11-04 05:28:00,1.08995,1.08996,1.08987,1.0899,23
2024-11-04 05:29:00,1.0899,1.08991,1.08985,1.08986,19
2024-11-04 05:30:00,1.08987,1.0899,1.08985,1.08989,15
2024-11-04 05:31:00,1.08989,1.08989,1.08985,1.08986,10
2024-11-04 05:32:00,1.08985,1.08985,1.08966,1.08966,14
2024-11-04 05:33:00,1.08965,1.08974,1.08965,1.08973,12
2024-11-04 05:34:00,1.08973,1.0899,1.08973,1.0899,17
2024-11-04 05:35:00,1.0899,1.08994,1.08989,1.08989,21
2024-11-04 05:36:00,1.0899,1.08994,1.0899,1.08992,9
2024-11-04 05:37:00,1.08993,1.09006,1.08991,1.09005,28
2024-11-04 05:38:00,1.09006,1.09006,1.09004,1.09005,8
2024-11-04 05:39:00,1.09005,1.0903100000000001,1.09005,1.0903,20
2024-11-04 05:40:00,1.0903100000000001,1.0903100000000001,1.09016,1.09016,29
2024-11-04 05:41:00,1.09016,1.09016,1.09011,1.09015,13
2024-11-04 05:42:00,1.09015,1.09022,1.0901399999999999,1.09015,22
2024-11-04 05:43:00,1.09015,1.09017,1.0901399999999999,1.09017,9
2024-11-04 05:44:00,1.09017,1.09019,1.0901,1.09012,12
2024-11-04 05:45:00,1.09011,1.09016,1.0901,1.0901,19
2024-11-04 05:46:00,1.0901,1.09016,1.09009,1.09012,18
2024-11-04 05:47:00,1.09012,1.09012,1.09003,1.09005,12
2024-11-04 05:48:00,1.09006,1.09024,1.09006,1.09023,32
2024-11-04 05:49:00,1.09024,1.09032,1.09024,1.09032,24
2024-11-04 05:50:00,1.0903,1.0904,1.09024,1.0904,21
2024-11-04 05:51:00,1.0904,1.09044,1.0904,1.09043,21
2024-11-04 05:52:00,1.09044,1.09046,1.09043,1.09045,18
2024-11-04 05:53:00,1.09046,1.09048,1.09042,1.09045,20
2024-11-04 05:54:00,1.09045,1.09045,1.09022,1.09025,26
2024-11-04 05:55:00,1.09026,1.09027,1.09022,1.09025,28
2024-11-04 05:56:00,1.09027,1.09027,1.0901,1.09011,18
2024-11-04 05:57:00,1.09009,1.09011,1.09004,1.09007,15
2024-11-04 05:58:00,1.09008,1.09008,1.09001,1.09006,22
2024-11-04 05:59:00,1.09005,1.09016,1.09005,1.0901399999999999,18
2024-11-04 06:00:00,1.09013,1.09017,1.09012,1.09015,16
2024-11-04 06:01:00,1.09015,1.09017,1.09012,1.09013,18
2024-11-04 06:02:00,1.09012,1.09017,1.0901,1.09017,12
2024-11-04 06:03:00,1.09017,1.09022,1.09016,1.09021,21
